,id,rank,FDR,sign,log_FDR,log_rank,srank,desc,log_sum,Prediction,SP(Sec/SPI),OTHER,CS Position,TM,SP,PREDICTION,Gene_id,Gene_acc,SignedRank,log10iBAQ,Desc,t_gondii_ortho,p_falciparum,p_falciparum_ortho,n_caninum_ortho
cgd6_4530-RA-p1,1272,0.352754,1.0,+,-0.000390689249910088,-0.4525280529298772,0.352754,Uncharacterized protein,6.6781068638628795,OTHER,0.269841,0.730159,,1,0,o796-817i,cgd6_4530-RA-p1,1272,0.352754,6.6781068638628795,Uncharacterized protein,False,False,False,False
cgd8_2940-RA-p1,1273,0.352433,1.0,+,-0.000390689249910088,-0.45292343327103407,0.352433,Replication factor C like AAA Atpase,6.498523282998415,OTHER,0.000344,0.999656,,0,0,o,cgd8_2940-RA-p1,1273,0.352433,6.498523282998415,Replication factor C like AAA Atpase,True,False,True,True
cgd8_2870-RA-p1,1274,0.352414,1.0,-,-0.000390689249910088,0.4529468471329308,-0.352414,60S ribosomal protein L10A,8.642494197666498,OTHER,0.000849,0.999151,,0,0,o,cgd8_2870-RA-p1,1274,-0.352414,8.642494197666498,60S ribosomal protein L10A,True,False,True,True
cgd2_740-RA-p1,1275,0.351644,1.0,+,-0.000390689249910088,-0.4538967884286555,0.351644,Dynein light chain type 1/2,6.83899488011211,OTHER,0.000584,0.999416,,0,0,i,cgd2_740-RA-p1,1275,0.351644,6.83899488011211,Dynein light chain type 1/2,True,False,True,True
cgd7_3880-RA-p1,1276,0.351572,1.0,-,-0.000390689249910088,0.453985720429083,-0.351572,DnaJ/Sec63 domain containing protein,7.52184998703467,OTHER,0.00041,0.99959,,3,0,o22-43i94-116o217-241i,cgd7_3880-RA-p1,1276,-0.351572,7.52184998703467,DnaJ/Sec63 domain containing protein,True,False,True,True
cgd7_4340-RA-p1,1277,0.351041,1.0,-,-0.000390689249910088,0.4546421569419163,-0.351041,Uncharacterized Secreted Protein,6.0656332358291705,SP(Sec/SPI),0.910344,0.089656,CS pos: 26-27. LEA-NP. Pr: 0.6384,2,Y,n8-19c26/27o2651-2668i3031-3051o,cgd7_4340-RA-p1,1277,-0.351041,6.0656332358291705,Uncharacterized Secreted Protein,False,False,False,False
cgd3_760-RA-p1,1278,0.350641,1.0,+,-0.000390689249910088,-0.4551373037793122,0.350641,Ribosomal protein L7Ae/L30e/S12e/Gadd45,7.13195959386312,OTHER,0.000213,0.9997870000000001,,0,0,o,cgd3_760-RA-p1,1278,0.350641,7.13195959386312,Ribosomal protein L7Ae/L30e/S12e/Gadd45,True,False,True,True
cgd3_3410-RA-p1,1279,0.350393,1.0,-,-0.000390689249910088,0.45544457856485765,-0.350393,Uncharacterized protein,6.3384736259847685,OTHER,0.0007019999999999999,0.9992979999999999,,0,0,o,cgd3_3410-RA-p1,1279,-0.350393,6.3384736259847685,Uncharacterized protein,False,False,False,False
cgd8_3900-RA-p1,1280,0.349752,1.0,+,-0.000390689249910088,-0.45623979338658405,0.349752,Sub2p like superfamily II helicase,8.181629245019353,OTHER,0.000364,0.9996360000000001,,0,0,o,cgd8_3900-RA-p1,1280,0.349752,8.181629245019353,Sub2p like superfamily II helicase,True,False,True,True
cgd3_200-RA-p1,1281,0.349064,1.0,-,-0.000390689249910088,0.45709493894732817,-0.349064,CCCH-type Zinc finger/WD40 domain containing protein,6.5662302149332605,OTHER,0.005563,0.9944370000000001,,0,0,o,cgd3_200-RA-p1,1281,-0.349064,6.5662302149332605,CCCH-type Zinc finger/WD40 domain containing protein,False,False,True,True
cgd1_1140-RA-p1,1282,0.345362,1.0,-,-0.000390689249910088,0.46172544933427434,-0.345362,Acyl-CoA-binding protein ACBP with Ankyrin repeat,6.795926339618334,OTHER,0.001227,0.9987729999999999,,0,0,o,cgd1_1140-RA-p1,1282,-0.345362,6.795926339618334,Acyl-CoA-binding protein ACBP with Ankyrin repeat,True,False,True,False
cgd1_1110-RA-p1,1283,0.34512,1.0,+,-0.000390689249910088,-0.4620298722415302,0.34512,Phosphatidyl serine synthase,6.282189188531753,OTHER,0.000656,0.999344,,9,0,o20-42i63-82o94-114i184-203o215-234i317-337o349-366i386-407o419-438i,cgd1_1110-RA-p1,1283,0.34512,6.282189188531753,Phosphatidyl serine synthase,True,False,True,True
cgd2_2900-RA-p1,1284,0.342897,1.0,-,-0.000390689249910088,0.46483631450344354,-0.342897,Uncharacterized protein,7.0849794067769185,OTHER,0.003958,0.996042,,0,0,o,cgd2_2900-RA-p1,1284,-0.342897,7.0849794067769185,Uncharacterized protein,False,False,False,False
cgd7_360-RA-p1,1285,0.342783,1.0,+,-0.000390689249910088,-0.4649807246405137,0.342783,Heat shock protein 70,9.11065142735177,SP(Sec/SPI),0.9980450000000001,0.001955,CS pos: 23-24. VRS-SD. Pr: 0.8656,0,Y,n7-18c23/24o,cgd7_360-RA-p1,1285,0.342783,9.11065142735177,Heat shock protein 70,True,False,True,True
cgd6_980-RA-p1,1286,0.342592,1.0,+,-0.000390689249910088,-0.4652227826326812,0.342592,SET domain containing protein,6.6076540739101715,OTHER,0.00032,0.9996799999999999,,0,0,o,cgd6_980-RA-p1,1286,0.342592,6.6076540739101715,SET domain containing protein,False,False,False,False
cgd5_3650-RA-p1,1287,0.342381,1.0,+,-0.000390689249910088,-0.4654903439484704,0.342381,PH domain-like protein,8.206196457434707,OTHER,0.0006230000000000001,0.9993770000000001,,0,0,o,cgd5_3650-RA-p1,1287,0.342381,8.206196457434707,PH domain-like protein,True,False,False,True
cgd3_3610-RA-p1,1288,0.34118000000000004,1.0,+,-0.000390689249910088,-0.4670164351370376,0.34118000000000004,Aminopeptidase I zinc metalloprotease (M18),7.556445432511355,OTHER,0.000213,0.9997870000000001,,0,0,o,cgd3_3610-RA-p1,1288,0.34118000000000004,7.556445432511355,Aminopeptidase I zinc metalloprotease (M18),True,False,True,True
cgd4_940-RA-p1,1289,0.340014,1.0,-,-0.000390689249910088,0.4685032006119476,-0.340014,Uncharacterized protein,6.735280779596562,OTHER,0.000624,0.999376,,0,0,o,cgd4_940-RA-p1,1289,-0.340014,6.735280779596562,Uncharacterized protein,False,False,False,False
cgd2_1780-RA-p1,1290,0.3394,1.0,-,-0.000390689249910088,0.46928816201834306,-0.3394,PDI like thioredoxin domain containing protein,8.114164897332588,SP(Sec/SPI),0.9528909999999999,0.047109,CS pos: 22-23. ASS-KV. Pr: 0.4274,0,Y,n3-14c22/23o,cgd2_1780-RA-p1,1290,-0.3394,8.114164897332588,PDI like thioredoxin domain containing protein,True,False,True,True
cgd2_2340-RA-p1,1291,0.338752,1.0,-,-0.000390689249910088,0.470118132024845,-0.338752,R1 like alpha-glucan water dikinase,7.322905351460393,OTHER,0.0008230000000000001,0.9991770000000001,,0,0,o,cgd2_2340-RA-p1,1291,-0.338752,7.322905351460393,R1 like alpha-glucan water dikinase,True,False,False,True
cgd2_2210-RA-p1,1292,0.338481,1.0,+,-0.000390689249910088,-0.47046570460585546,0.338481,Proteasome regulatory subunit Rpn7/26S proteasome subunit 6,7.582261516664562,OTHER,0.0009699999999999999,0.99903,,0,0,o,cgd2_2210-RA-p1,1292,0.338481,7.582261516664562,Proteasome regulatory subunit Rpn7/26S proteasome subunit 6,True,False,True,True
cgd6_3790-RA-p1,1293,0.337782,1.0,+,-0.000390689249910088,-0.47136349718347625,0.337782,Glyceraldehyde-3-phosphate dehydrogenase,9.069529968809503,OTHER,0.0017920000000000002,0.998208,,0,0,o,cgd6_3790-RA-p1,1293,0.337782,9.069529968809503,Glyceraldehyde-3-phosphate dehydrogenase,True,False,True,True
cgd7_3070-RA-p1,1294,0.336961,1.0,+,-0.000390689249910088,-0.47242036163587803,0.336961,Uncharacterized protein,8.448013111050342,SP(Sec/SPI),0.964599,0.035401,CS pos: 23-24. LYA-VN. Pr: 0.8822,1,Y,n7-18c23/24o203-228i,cgd7_3070-RA-p1,1294,0.336961,8.448013111050342,Uncharacterized protein,False,False,False,False
cgd1_3780-RA-p1,1295,0.336462,1.0,-,-0.000390689249910088,0.47306397786559706,-0.336462,Uncharacterized signal peptide-containing protein,7.899002924245459,SP(Sec/SPI),0.971125,0.028875,CS pos: 22-23. VHS-ES. Pr: 0.6997,0,Y,n6-18c22/23o,cgd1_3780-RA-p1,1295,-0.336462,7.899002924245459,Uncharacterized signal peptide-containing protein,False,False,False,False
cgd6_1510-RA-p1,1296,0.33553299999999997,1.0,+,-0.000390689249910088,-0.4742647601056883,0.33553299999999997,Uncharacterized protein,6.89004916617658,OTHER,0.001534,0.998466,,6,0,i32-52o352-381i481-499o505-530i542-561o581-602i,cgd6_1510-RA-p1,1296,0.33553299999999997,6.89004916617658,Uncharacterized protein,False,False,False,False
cgd1_2500-RA-p1,1297,0.335257,1.0,+,-0.000390689249910088,-0.4746221455281588,0.335257,Signal recognition particle SPR68,6.881095887167198,OTHER,0.00021099999999999998,0.9997889999999999,,0,0,o,cgd1_2500-RA-p1,1297,0.335257,6.881095887167198,Signal recognition particle SPR68,False,False,False,False
cgd8_1750-RA-p1,1298,0.33449,1.0,-,-0.000390689249910088,0.4756168614828166,-0.33449,Uncharacterized Secreted Protein,5.970964090363755,SP(Sec/SPI),0.8313,0.1687,CS pos: 20-21. VRL-EV. Pr: 0.4727,1,Y,n6-16c20/21o334-359i,cgd8_1750-RA-p1,1298,-0.33449,5.970964090363755,Uncharacterized Secreted Protein,False,False,False,False
cgd5_2250-RA-p1,1299,0.33166,1.0,-,-0.000390689249910088,0.47930690359899686,-0.33166,Uncharacterized protein,6.30020332604984,OTHER,0.00033,0.9996700000000001,,0,0,o,cgd5_2250-RA-p1,1299,-0.33166,6.30020332604984,Uncharacterized protein,False,False,False,False
cgd2_20-RA-p1,1300,0.329796,1.0,+,-0.000390689249910088,-0.4817546160913255,0.329796,Heat shock 70 protein,8.975508396902356,OTHER,0.0030800000000000003,0.99692,,0,0,o,cgd2_20-RA-p1,1300,0.329796,8.975508396902356,Heat shock 70 protein,True,False,True,True
cgd2_1910-RA-p1,1301,0.32947,1.0,-,-0.000390689249910088,0.4821841240976239,-0.32947,MORN repeat,7.586830823834569,OTHER,0.002073,0.997927,,0,0,o,cgd2_1910-RA-p1,1301,-0.32947,7.586830823834569,MORN repeat,True,False,True,False
cgd6_3830-RA-p1,1302,0.32895399999999997,1.0,-,-0.000390689249910088,0.4828648283202516,-0.32895399999999997,Small GTPase,7.388730981121798,OTHER,0.002144,0.997856,,0,0,o,cgd6_3830-RA-p1,1302,-0.32895399999999997,7.388730981121798,Small GTPase,True,False,True,False
cgd4_2260-RA-p1,1303,0.328911,1.0,+,-0.000390689249910088,-0.4829216018611709,0.328911,60S acidic ribosomal protein P0,8.719141310669842,OTHER,0.000811,0.999189,,0,0,o,cgd4_2260-RA-p1,1303,0.328911,8.719141310669842,60S acidic ribosomal protein P0,True,False,True,True
cgd7_2250-RA-p1,1304,0.32869299999999996,1.0,+,-0.000390689249910088,-0.4832095447584864,0.32869299999999996,40S ribosomal protein S3 KH2,8.855794666570398,OTHER,0.00040599999999999995,0.9995940000000001,,0,0,i,cgd7_2250-RA-p1,1304,0.32869299999999996,8.855794666570398,40S ribosomal protein S3 KH2,True,False,True,True
cgd7_4120-RA-p1,1305,0.32809299999999997,1.0,-,-0.000390689249910088,0.48400303536769684,-0.32809299999999997,Glycosyltransferase 2-like,6.074466085463054,SP(Sec/SPI),0.755629,0.244371,CS pos: 21-22. ALT-TF. Pr: 0.4405,0,Y,n4-16c21/22o,cgd7_4120-RA-p1,1305,-0.32809299999999997,6.074466085463054,Glycosyltransferase 2-like,False,False,False,False
cgd7_2300-RA-p1,1306,0.328011,1.0,+,-0.000390689249910088,-0.48411159177857527,0.328011,Translation elongation factor IF5A,7.945465138336539,OTHER,0.000776,0.999224,,0,0,o,cgd7_2300-RA-p1,1306,0.328011,7.945465138336539,Translation elongation factor IF5A,True,False,True,True
cgd5_4570-RA-p1,1307,0.326049,1.0,+,-0.000390689249910088,-0.486717127445934,0.326049,Uncharacterized protein,6.177744892037834,SP(Sec/SPI),0.553339,0.446661,CS pos: 23-24. TFS-LK. Pr: 0.2645,1,0,o6-24i,cgd5_4570-RA-p1,1307,0.326049,6.177744892037834,Uncharacterized protein,False,False,False,False
cgd2_50-RA-p1,1308,0.325644,1.0,-,-0.000390689249910088,0.4872569193044141,-0.325644,SIK1 nucleolar protein Nop56,7.562115739313054,OTHER,0.002811,0.997189,,0,0,o,cgd2_50-RA-p1,1308,-0.325644,7.562115739313054,SIK1 nucleolar protein Nop56,True,False,True,True
cgd7_2850-RA-p1,1309,0.325153,1.0,-,-0.000390689249910088,0.4879122346518223,-0.325153,Papain family cysteine protease,6.428178815429825,OTHER,0.020225999999999997,0.9797739999999999,,1,0,i21-40o,cgd7_2850-RA-p1,1309,-0.325153,6.428178815429825,Papain family cysteine protease,False,False,False,False
cgd1_620-RA-p1,1310,0.324687,1.0,-,-0.000390689249910088,0.4885350995516661,-0.324687,Uncharacterized protein,7.479860955211434,SP(Sec/SPI),0.574839,0.42516099999999996,CS pos: 32-33. SEA-SS. Pr: 0.4105,0,Y,n12-23c32/33o,cgd1_620-RA-p1,1310,-0.324687,7.479860955211434,Uncharacterized protein,False,False,False,False
cgd1_2450-RA-p1,1311,0.323507,1.0,-,-0.000390689249910088,0.49011631768930597,-0.323507,ELP3-like acetyltransferase,6.333428128842362,OTHER,0.000932,0.9990680000000001,,1,0,o889-908i,cgd1_2450-RA-p1,1311,-0.323507,6.333428128842362,ELP3-like acetyltransferase,True,False,True,True
cgd8_1820-RA-p1,1312,0.323469,1.0,-,-0.000390689249910088,0.490167334080428,-0.323469,"ATP-dependent RNA helicase, putative",7.776664870222605,OTHER,0.000817,0.999183,,0,0,o,cgd8_1820-RA-p1,1312,-0.323469,7.776664870222605,"ATP-dependent RNA helicase, putative",True,False,True,True
cgd8_4790-RA-p1,1313,0.323399,1.0,+,-0.000390689249910088,-0.49026132733361694,0.323399,Vacuolar ATP synthase subunit,7.600201583359498,OTHER,0.012379000000000001,0.9876209999999999,,4,0,o18-39i60-81o110-132i152-173o,cgd8_4790-RA-p1,1313,0.323399,7.600201583359498,Vacuolar ATP synthase subunit,True,False,True,True
cgd8_40-RA-p1,1314,0.322631,1.0,+,-0.000390689249910088,-0.49129390575636944,0.322631,Uncharacterized Secreted Protein (SKSR gene family),6.118032797886978,SP(Sec/SPI),0.916949,0.083051,CS pos: 25-26. IQA-AE. Pr: 0.8085,2,Y,n7-17c25/26o72-92i160-180o,cgd8_40-RA-p1,1314,0.322631,6.118032797886978,Uncharacterized Secreted Protein (SKSR gene family),False,False,False,False
cgd7_3860-RA-p1,1315,0.322464,1.0,-,-0.000390689249910088,0.49151876311876735,-0.322464,Uncharacterized protein,6.160911803427801,SP(Sec/SPI),0.9240010000000001,0.075999,CS pos: 23-24. CIC-AE. Pr: 0.6006,0,Y,n7-18c23/24o,cgd7_3860-RA-p1,1315,-0.322464,6.160911803427801,Uncharacterized protein,False,False,False,False
cgd5_4440-RA-p1,1316,0.321825,1.0,-,-0.000390689249910088,0.49238022207562804,-0.321825,Thymidine kinase,6.3434265823486236,OTHER,0.0010609999999999999,0.9989389999999999,,0,0,o,cgd5_4440-RA-p1,1316,-0.321825,6.3434265823486236,Thymidine kinase,False,False,False,False
cgd3_4030-RA-p1,1317,0.319311,1.0,+,-0.000390689249910088,-0.49578612011694717,0.319311,Inhibitor of apoptosis-promoting Bax1-related protein,6.899523979740531,OTHER,0.00041,0.99959,,7,0,i36-55o75-92i104-122o128-148i160-177o183-201i221-246o,cgd3_4030-RA-p1,1317,0.319311,6.899523979740531,Inhibitor of apoptosis-promoting Bax1-related protein,True,False,False,True
cgd5_3890-RA-p1,1318,0.318633,1.0,+,-0.000390689249910088,-0.49670924744346356,0.318633,mRNA-decapping enzyme subunit 1,6.448730017415317,OTHER,0.000177,0.9998229999999999,,0,0,o,cgd5_3890-RA-p1,1318,0.318633,6.448730017415317,mRNA-decapping enzyme subunit 1,False,False,False,False
cgd6_1070-RA-p1,1319,0.318458,1.0,+,-0.000390689249910088,-0.49694783670698967,0.318458,Uncharacterized protein,6.4437790868158755,OTHER,0.000802,0.9991979999999999,,3,0,i116-135o141-161i182-206o,cgd6_1070-RA-p1,1319,0.318458,6.4437790868158755,Uncharacterized protein,True,False,True,True
cgd6_1590-RA-p1,1320,0.31801599999999997,1.0,+,-0.000390689249910088,-0.4975510292705801,0.31801599999999997,Ataxin-2 C-terminal/MIF4G domain containing protein,6.85472383656024,OTHER,0.003382,0.996618,,0,0,o,cgd6_1590-RA-p1,1320,0.31801599999999997,6.85472383656024,Ataxin-2 C-terminal/MIF4G domain containing protein,False,False,False,False
cgd7_5210-RA-p1,1321,0.317782,1.0,-,-0.000390689249910088,0.49787070600235295,-0.317782,Bromo domain containing protein,5.660306604481176,OTHER,0.000183,0.999817,,0,0,o,cgd7_5210-RA-p1,1321,-0.317782,5.660306604481176,Bromo domain containing protein,False,False,True,False
cgd6_340-RA-p1,1322,0.312998,1.0,+,-0.000390689249910088,-0.5044584375070303,0.312998,Uncharacterized protein,6.556944219287243,OTHER,0.005211,0.9947889999999999,,0,0,o,cgd6_340-RA-p1,1322,0.312998,6.556944219287243,Uncharacterized protein,False,False,False,False
cgd4_1590-RA-p1,1323,0.312781,1.0,-,-0.000390689249910088,0.5047596361933092,-0.312781,Chromodomain-helicase-DNA-bindingmultidomain chromatin protein with the following architecture: chromo-bromo-chromo-SNF2 ATpase,6.428069428870827,OTHER,0.001864,0.998136,,0,0,o,cgd4_1590-RA-p1,1323,-0.312781,6.428069428870827,Chromodomain-helicase-DNA-bindingmultidomain chromatin protein with the following architecture: chromo-bromo-chromo-SNF2 ATpase,False,False,False,False
cgd2_4180-RA-p1,1324,0.312324,1.0,+,-0.000390689249910088,-0.5053946418758403,0.312324,Uncharacterized protein,7.903482484171292,OTHER,0.005261999999999999,0.9947379999999999,,0,0,o,cgd2_4180-RA-p1,1324,0.312324,7.903482484171292,Uncharacterized protein,False,False,False,False
cgd8_2790-RA-p1,1325,0.3105,1.0,-,-0.000390689249910088,0.507938395487401,-0.3105,Pleckstrin homology (PH domain) containing protein,8.429254735999312,OTHER,0.000509,0.999491,,0,0,o,cgd8_2790-RA-p1,1325,-0.3105,8.429254735999312,Pleckstrin homology (PH domain) containing protein,False,False,False,False
cgd5_2800-RA-p1,1326,0.310379,1.0,+,-0.000390689249910088,-0.5081076704442785,0.310379,Actin depolymerizing factor,8.643581136270011,OTHER,0.000301,0.999699,,0,0,o,cgd5_2800-RA-p1,1326,0.310379,8.643581136270011,Actin depolymerizing factor,True,False,True,True
cgd7_1810-RA-p1,1327,0.309019,1.0,-,-0.000390689249910088,0.5100148172046904,-0.309019,Chitobiosyldiphosphodolichol beta-mannosyltransferase ALG1-like,7.0955979112376,OTHER,0.0032990000000000003,0.9967010000000001,,1,0,o6-29i,cgd7_1810-RA-p1,1327,-0.309019,7.0955979112376,Chitobiosyldiphosphodolichol beta-mannosyltransferase ALG1-like,True,False,False,True
cgd6_1080-RA-p1,1328,0.30799699999999997,1.0,-,-0.000390689249910088,0.5114535136612147,-0.30799699999999997,Glycoprotein GP40,8.978009231397074,SP(Sec/SPI),0.98555,0.01445,CS pos: 19-20. VFS-AP. Pr: 0.6270,1,Y,n3-14c19/20o305-323i,cgd6_1080-RA-p1,1328,-0.30799699999999997,8.978009231397074,Glycoprotein GP40,False,False,False,False
cgd2_3070-RA-p1,1329,0.307794,1.0,-,-0.000390689249910088,0.511739850366428,-0.307794,High mobility group box domain containing protein,6.527467063612951,OTHER,0.00115,0.99885,,0,0,o,cgd2_3070-RA-p1,1329,-0.307794,6.527467063612951,High mobility group box domain containing protein,False,False,False,False
cgd8_1930-RA-p1,1330,0.307347,1.0,-,-0.000390689249910088,0.5123710216509956,-0.307347,CLASP-N/GCN1 domain containg protein,6.617052264530985,OTHER,0.000131,0.999869,,0,0,o,cgd8_1930-RA-p1,1330,-0.307347,6.617052264530985,CLASP-N/GCN1 domain containg protein,False,False,True,False
cgd6_1430-RA-p1,1331,0.30689099999999997,1.0,-,-0.000390689249910088,0.5130158476634848,-0.30689099999999997,Transcription factor E2F/DP,7.3396577732628945,OTHER,0.001464,0.9985360000000001,,0,0,o,cgd6_1430-RA-p1,1331,-0.30689099999999997,7.3396577732628945,Transcription factor E2F/DP,False,False,False,False
cgd8_1150-RA-p1,1332,0.306847,1.0,+,-0.000390689249910088,-0.5130781183954144,0.306847,Cytidyltransferase-like domain containing protein,6.088493363107728,OTHER,0.000772,0.9992280000000001,,0,0,o,cgd8_1150-RA-p1,1332,0.306847,6.088493363107728,Cytidyltransferase-like domain containing protein,True,False,False,True
cgd3_3170-RA-p1,1333,0.301356,1.0,+,-0.000390689249910088,-0.5209201573039148,0.301356,Replication factor RFC3 AAA+ ATpase,5.828193671160962,OTHER,0.000322,0.9996780000000001,,0,0,o,cgd3_3170-RA-p1,1333,0.301356,5.828193671160962,Replication factor RFC3 AAA+ ATpase,True,False,True,True
cgd3_2620-RA-p1,1334,0.299657,1.0,-,-0.000390689249910088,0.5233755727118145,-0.299657,RNA polymerase Rpb1,6.271214601129377,OTHER,0.000644,0.9993559999999999,,0,0,o,cgd3_2620-RA-p1,1334,-0.299657,6.271214601129377,RNA polymerase Rpb1,True,False,True,True
cgd8_4140-RA-p1,1335,0.299019,1.0,+,-0.000390689249910088,-0.5243012152441562,0.299019,ELM2 domain-containing protein,6.727118142500036,OTHER,0.000442,0.999558,,0,0,i,cgd8_4140-RA-p1,1335,0.299019,6.727118142500036,ELM2 domain-containing protein,False,False,False,False
cgd4_1790-RA-p1,1336,0.297927,1.0,+,-0.000390689249910088,-0.525890136530992,0.297927,Uncharacterized protein,6.791176300796371,OTHER,0.0008539999999999999,0.9991459999999999,,4,0,i26-48o54-79i91-113o119-146i,cgd4_1790-RA-p1,1336,0.297927,6.791176300796371,Uncharacterized protein,True,False,True,True
cgd2_760-RA-p1,1337,0.296638,1.0,-,-0.000390689249910088,0.5277732156366349,-0.296638,NSF attachment protein,6.622854281981721,OTHER,0.000625,0.999375,,0,0,o,cgd2_760-RA-p1,1337,-0.296638,6.622854281981721,NSF attachment protein,True,False,True,True
cgd4_1103-RA-p1,1338,0.29629099999999997,1.0,+,-0.000390689249910088,-0.5282815402502905,0.29629099999999997,Uncharacterized protein,6.041275541455138,OTHER,0.000516,0.999484,,2,0,o49-67i120-137o,cgd4_1103-RA-p1,1338,0.29629099999999997,6.041275541455138,Uncharacterized protein,False,False,False,False
cgd6_3940-RA-p1,1339,0.295304,1.0,-,-0.000390689249910088,0.5297306703184901,-0.295304,Uncharacterized protein,7.729878034730299,OTHER,0.003256,0.9967440000000001,,0,0,o,cgd6_3940-RA-p1,1339,-0.295304,7.729878034730299,Uncharacterized protein,False,False,False,False
cgd5_1500-RA-p1,1340,0.295067,1.0,+,-0.000390689249910088,-0.530079358847365,0.295067,Uncharacterized protein,6.699021392809286,OTHER,0.003657,0.996343,,4,0,i49-72o133-158i165-183o189-207i,cgd5_1500-RA-p1,1340,0.295067,6.699021392809286,Uncharacterized protein,False,False,False,False
cgd4_690-RA-p1,1341,0.294655,1.0,-,-0.000390689249910088,0.5306861849642653,-0.294655,Pyruvate:ferredoxin oxidoreductase/NADPH-cytochrome P450 reductase PNO,7.54252957457241,OTHER,0.004866,0.995134,,0,0,o,cgd4_690-RA-p1,1341,-0.294655,7.54252957457241,Pyruvate:ferredoxin oxidoreductase/NADPH-cytochrome P450 reductase PNO,False,False,False,False
cgd7_880-RA-p1,1342,0.294412,1.0,-,-0.000390689249910088,0.5310444924745782,-0.294412,eIF-3A like translation initiation factor that has a WD40 repeat-containing beta propeller protein,7.2809348250345804,OTHER,0.001029,0.9989709999999999,,0,0,o,cgd7_880-RA-p1,1342,-0.294412,7.2809348250345804,eIF-3A like translation initiation factor that has a WD40 repeat-containing beta propeller protein,True,False,True,True
cgd4_2980-RA-p1,1343,0.294299,1.0,+,-0.000390689249910088,-0.5312112135892092,0.294299,RhoGAP domain containing protein,7.496640021865813,OTHER,0.000532,0.999468,,0,0,o,cgd4_2980-RA-p1,1343,0.294299,7.496640021865813,RhoGAP domain containing protein,True,False,True,True
cgd6_5430-RA-p1,1344,0.29357,1.0,-,-0.000390689249910088,0.5322883271624539,-0.29357,Uncharacterized protein,7.240772993731744,SP(Sec/SPI),0.978776,0.021224,CS pos: 22-23. VSA-TE. Pr: 0.9188,1,Y,n4-17c22/23o428-447i,cgd6_5430-RA-p1,1344,-0.29357,7.240772993731744,Uncharacterized protein,False,False,False,False
cgd5_2570-RA-p1,1345,0.293122,1.0,+,-0.000390689249910088,-0.532951584768519,0.293122,Uncharacterized protein,6.202939904663185,OTHER,0.000245,0.999755,,0,0,o,cgd5_2570-RA-p1,1345,0.293122,6.202939904663185,Uncharacterized protein,False,False,False,False
cgd2_2560-RA-p1,1346,0.291526,1.0,+,-0.000390689249910088,-0.5353227062463516,0.291526,Uncharacterized protein,6.696032221763898,SP(Sec/SPI),0.628264,0.371736,CS pos: 26-27. ACC-SI. Pr: 0.2040,1,0,i12-30o,cgd2_2560-RA-p1,1346,0.291526,6.696032221763898,Uncharacterized protein,False,False,False,False
cgd5_630-RA-p1,1347,0.288972,1.0,+,-0.000390689249910088,-0.53914423625594,0.288972,Bromodomain/Ankyrin repeat containing domain,6.468866499200633,OTHER,0.000463,0.9995370000000001,,0,0,o,cgd5_630-RA-p1,1347,0.288972,6.468866499200633,Bromodomain/Ankyrin repeat containing domain,True,False,True,True
cgd5_2780-RA-p1,1348,0.288167,1.0,+,-0.000390689249910088,-0.5403557547450817,0.288167,Plectin/S10 domain containing protein,8.188894750840575,OTHER,0.00026000000000000003,0.99974,,0,0,o,cgd5_2780-RA-p1,1348,0.288167,8.188894750840575,Plectin/S10 domain containing protein,True,False,True,True
cgd3_1350-RA-p1,1349,0.28742,1.0,+,-0.000390689249910088,-0.5414830149511701,0.28742,Ubiquitin domain containing protein,6.718195304946905,OTHER,0.002054,0.9979459999999999,,2,0,o705-724i745-766o,cgd3_1350-RA-p1,1349,0.28742,6.718195304946905,Ubiquitin domain containing protein,True,False,True,True
cgd7_3720-RA-p1,1350,0.286536,1.0,+,-0.000390689249910088,-0.5428208060904754,0.286536,DNA-directed RNA polymerase subunit beta,6.401418463676042,OTHER,0.000481,0.999519,,0,0,o,cgd7_3720-RA-p1,1350,0.286536,6.401418463676042,DNA-directed RNA polymerase subunit beta,True,False,True,True
cgd2_3410-RA-p1,1351,0.286329,1.0,+,-0.000390689249910088,-0.5431346634972523,0.286329,ARF1/2 like small Gtpase,8.175300606375176,OTHER,0.002589,0.997411,,0,0,o,cgd2_3410-RA-p1,1351,0.286329,8.175300606375176,ARF1/2 like small Gtpase,True,False,True,True
cgd5_1650-RA-p1,1352,0.285977,1.0,-,-0.000390689249910088,0.5436688940554038,-0.285977,DJ-1/PfpI,8.030879784640028,OTHER,0.0037189999999999996,0.996281,,0,0,o,cgd5_1650-RA-p1,1352,-0.285977,8.030879784640028,DJ-1/PfpI,True,False,True,True
cgd1_1310-RA-p1,1353,0.285972,1.0,+,-0.000390689249910088,-0.5436764872932959,0.285972,Cleavage stimulation factor with RNA recognition motif domain,6.366825932471811,OTHER,0.00232,0.9976799999999999,,0,0,o,cgd1_1310-RA-p1,1353,0.285972,6.366825932471811,Cleavage stimulation factor with RNA recognition motif domain,True,False,False,True
cgd3_570-RA-p1,1354,0.28489899999999996,1.0,+,-0.000390689249910088,-0.5453090751383544,0.28489899999999996,Uncharacterized protein,5.292693100258564,SP(Sec/SPI),0.995376,0.0046240000000000005,CS pos: 21-22. AAG-DE. Pr: 0.9295,0,Y,n6-16c21/22o,cgd3_570-RA-p1,1354,0.28489899999999996,5.292693100258564,Uncharacterized protein,False,False,False,False
